Explorer pHAT detected...
2017-09-03T10:08:43,1.110
2017-09-03T10:08:44,1.110
2017-09-03T10:08:44,1.110
2017-09-03T10:08:44,1.110
2017-09-03T10:08:44,1.113
2017-09-03T10:08:45,1.113
2017-09-03T10:08:45,1.113
2017-09-03T10:08:45,1.110
2017-09-03T10:08:45,1.113
2017-09-03T10:08:46,1.110
2017-09-03T10:08:46,1.110
2017-09-03T10:08:46,1.113
2017-09-03T10:08:46,1.110
2017-09-03T10:08:47,1.110
2017-09-03T10:08:47,1.110
2017-09-03T10:08:47,1.110
2017-09-03T10:08:47,1.110
2017-09-03T10:08:48,1.110
2017-09-03T10:08:48,1.110
2017-09-03T10:08:48,1.110
2017-09-03T10:08:49,1.110
2017-09-03T10:08:49,1.110
2017-09-03T10:08:49,1.107
2017-09-03T10:08:49,1.107
2017-09-03T10:08:50,1.107
2017-09-03T10:08:50,1.107
2017-09-03T10:08:50,1.107
2017-09-03T10:08:50,1.107
2017-09-03T10:08:51,1.107
2017-09-03T10:08:51,1.107
2017-09-03T10:08:51,1.104
2017-09-03T10:08:51,1.104
2017-09-03T10:08:52,1.104
2017-09-03T10:08:52,1.104
2017-09-03T10:08:52,1.104
2017-09-03T10:08:52,1.104
2017-09-03T10:08:53,1.104
2017-09-03T10:08:53,1.104
2017-09-03T10:08:53,1.104
2017-09-03T10:08:53,1.104
2017-09-03T10:08:54,1.104
2017-09-03T10:08:54,1.104
2017-09-03T10:08:54,1.104
2017-09-03T10:08:54,1.104
2017-09-03T10:08:55,1.104
2017-09-03T10:08:55,1.104
2017-09-03T10:08:55,1.140
2017-09-03T10:08:55,1.167
2017-09-03T10:08:56,1.188
2017-09-03T10:08:56,1.215
2017-09-03T10:08:56,1.242
2017-09-03T10:08:57,1.266
2017-09-03T10:08:57,1.293
2017-09-03T10:08:57,1.317
2017-09-03T10:08:57,1.341
2017-09-03T10:08:58,1.365
2017-09-03T10:08:58,1.386
2017-09-03T10:08:58,1.407
2017-09-03T10:08:58,1.425
2017-09-03T10:08:59,1.446
2017-09-03T10:08:59,1.464
2017-09-03T10:08:59,1.476
2017-09-03T10:08:59,1.491
