Explorer pHAT detected...
2017-09-06T05:20:13,0.783
2017-09-06T05:20:13,0.783
2017-09-06T05:20:13,0.786
2017-09-06T05:20:14,0.786
2017-09-06T05:20:14,0.786
2017-09-06T05:20:14,0.786
2017-09-06T05:20:14,0.783
2017-09-06T05:20:15,0.786
2017-09-06T05:20:15,0.786
2017-09-06T05:20:15,0.786
2017-09-06T05:20:15,0.786
2017-09-06T05:20:16,0.786
2017-09-06T05:20:16,0.786
2017-09-06T05:20:16,0.786
2017-09-06T05:20:16,0.786
2017-09-06T05:20:17,0.786
2017-09-06T05:20:17,0.780
2017-09-06T05:20:17,0.780
2017-09-06T05:20:17,0.777
2017-09-06T05:20:18,0.780
2017-09-06T05:20:18,0.780
2017-09-06T05:20:18,0.780
2017-09-06T05:20:18,0.780
2017-09-06T05:20:19,0.780
2017-09-06T05:20:19,0.783
2017-09-06T05:20:19,0.783
2017-09-06T05:20:20,0.783
2017-09-06T05:20:20,0.783
2017-09-06T05:20:20,0.783
2017-09-06T05:20:20,0.783
2017-09-06T05:20:21,0.783
2017-09-06T05:20:21,0.783
2017-09-06T05:20:21,0.783
2017-09-06T05:20:21,0.783
2017-09-06T05:20:22,0.783
2017-09-06T05:20:22,0.783
2017-09-06T05:20:22,0.783
2017-09-06T05:20:22,0.783
2017-09-06T05:20:23,0.783
2017-09-06T05:20:23,0.783
2017-09-06T05:20:23,0.783
2017-09-06T05:20:23,0.783
2017-09-06T05:20:24,0.783
2017-09-06T05:20:24,0.783
2017-09-06T05:20:24,0.783
2017-09-06T05:20:24,0.783
2017-09-06T05:20:25,0.783
2017-09-06T05:20:25,0.783
2017-09-06T05:20:25,0.783
2017-09-06T05:20:25,0.783
2017-09-06T05:20:26,0.783
2017-09-06T05:20:26,0.783
2017-09-06T05:20:26,0.783
2017-09-06T05:20:27,0.783
2017-09-06T05:20:27,0.783
2017-09-06T05:20:27,0.783
2017-09-06T05:20:27,0.783
2017-09-06T05:20:28,0.780
2017-09-06T05:20:28,0.783
2017-09-06T05:20:28,0.783
2017-09-06T05:20:28,0.783
2017-09-06T05:20:29,0.783
2017-09-06T05:20:29,0.783
